"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL2108163";"ULINASTATIN";"AER-002|BIKUNIN|ESTOTIN|MINGIN|MIRACLID|TRYPSIN INHIBITOR UTI-1|ULINASTATIN|URINARY TRYPSIN INHIBITOR 1|URINASTATIN|URISTATIN";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3301612";"ENCORAFENIB";"BRAFTOVI|ENCORAFENIB|Encorafenib|LGX-818|LGX818|NVP-LGX-818-NXA|NVP-LGX818|NVP-LGX818-NXA";"Small molecule";"4.0";"540.02";"307";"329";"3.91";"140.13";"9";"3";"1";"9";"N";"0.37";"8.45";"3.08";"2.65";"2.61";"3";"MOL";"0";"36";"11";"3";"2";"539.1518";"-1.50";"NEUTRAL";"C22H27ClFN7O4S";"COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1";"CMJCXYNUCSMDBY-ZDUSSCGKSA-N"
"CHEMBL2338397";"CRENIGACESTAT";"CRENIGACESTAT|JSMD-194|JSMD194|LY-3039478|LY3039478";"Small molecule";"1.0";"464.44";"1";"18";"2.09";"111.63";"5";"3";"0";"7";"N";"0.58";"11.41";"2.24";"1.07";"1.07";"2";"MOL";"0";"33";"8";"3";"0";"464.1671";"-0.85";"NEUTRAL";"C22H23F3N4O4";"C[C@H](NC(=O)CCC(F)(F)F)C(=O)N[C@@H]1C(=O)N(CCO)c2ncccc2-c2ccccc21";"YCBAQKQAINQRFW-UGSOOPFHSA-N"
"CHEMBL2110585";"EZATIOSTAT";"EZATIOSTAT|TLK-199";"Small molecule";"2.0";"529.66";"2";"4";"2.50";"136.82";"8";"3";"1";"15";"N";"0.30";"11.75";"7.18";"2.42";"2.22";"2";"MOL";"0";"37";"9";"4";"1";"529.2247";"-0.30";"NEUTRAL";"C27H35N3O6S";"CCOC(=O)[C@@H](N)CCC(=O)N[C@@H](CSCc1ccccc1)C(=O)N[C@@H](C(=O)OCC)c1ccccc1";"GWEJFLVSOGNLSS-WPFOTENUSA-N"
"CHEMBL1201320";"ESOMEPRAZOLE";"A02BC05|EMOZUL|ESOMEPRAZOLE|INEXIUM PARANOVA|NEXIUM|NEXIUM CONTROL|NEXIUM I.V.|OMEPRAZOLE S-FORM|OMEPRAZOLE, (S)-|VENTRA";"Small molecule";"4.0";"345.42";"12";"45";"2.90";"83.09";"5";"1";"0";"5";"N";"0.72";"9.68";"4.77";"2.43";"2.43";"3";"MOL";"0";"24";"6";"1";"0";"345.1147";"-0.69";"NEUTRAL";"C17H19N3O3S";"COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1";"SUBDBMMJDZJVOS-DEOSSOPVSA-N"
"CHEMBL515606";"CILAZAPRIL";"ANHYDROUS CILAZAPRIL|CILAZAPRIL|CILAZAPRIL ANHYDROUS|CILAZAPRIL HYDRATE|CILAZAPRIL MONOHYDRATE|CILAZAPRILUM|INITISS|Inhibace|JUSTOR|RO 31-2848/006|RO-312848006|VASCACE";"Small molecule";"4.0";"417.51";"8";"47";"1.60";"99.18";"6";"2";"0";"8";"N";"0.62";"3.40";"5.06";"0.22";"-1.45";"1";"MOL";"0";"30";"8";"2";"0";"417.2264";"-0.15";"ACID";"C22H31N3O5";"CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O";"HHHKFGXWKKUNCY-FHWLQOOXSA-N"
"CHEMBL3544985";"DASABUVIR SODIUM";"DASABUVIR SODIUM|DASABUVIR SODIUM ANHYDROUS";"Small molecule";"4.0";"533.58";"";"";"4.02";"110.26";"6";"2";"0";"5";"N";"0.44";"9.09";"None";"3.42";"3.42";"4";"MOL";"0";"35";"8";"2";"0";"493.1671";"-0.68";"NEUTRAL";"C26H28N3NaO6S";"COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[n-]c2=O)cc1C(C)(C)C.O.[Na+]";"SJHKKWUESHNTBB-UHFFFAOYSA-M"
"CHEMBL760";"ANAGRELIDE";"ANAGRELIDE|Agrylin|Anagrelide|Xagrid";"Small molecule";"4.0";"256.09";"16";"102";"1.93";"44.70";"3";"1";"0";"0";"Y";"0.77";"11.25";"3.62";"1.94";"1.94";"1";"MOL";"0";"16";"4";"1";"0";"254.9966";"-0.85";"NEUTRAL";"C10H7Cl2N3O";"O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1";"OTBXOEAOVRKTNQ-UHFFFAOYSA-N"
"CHEMBL5095025";"PANULISIB";"P7170|PANULISIB|Panulisib";"Small molecule";"1.0";"527.51";"";"";"4.76";"134.49";"9";"1";"1";"3";"N";"0.34";"None";"5.38";"4.26";"4.25";"5";"MOL";"0";"39";"9";"2";"1";"527.1794";"-0.77";"NEUTRAL";"C27H20F3N9";"Cn1/c(=N\C#N)n(-c2ccc(C(C)(C)C#N)nc2)c2c3cc(-c4cnc(N)c(C(F)(F)F)c4)ccc3ncc21";"VJLRLTSXTLICIR-AUGOTPMTSA-N"
"CHEMBL3833385";"RUZASVIR";"MK-8408|RUZASVIR";"Small molecule";"2.0";"929.12";"";"";"8.45";"201.69";"12";"4";"3";"12";"N";"0.09";"12.42";"5.39";"6.77";"6.76";"6";"MOL";"0";"67";"17";"4";"3";"928.4054";"-0.48";"NEUTRAL";"C49H56N10O7S";"COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3c(c2)O[C@@H](c2cnc(C4CC4)s2)n2c-3cc3cc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)ccc32)c[nH]1)C(C)C";"LTSZWQVAHDFPNW-PRMCSTHUSA-N"
"CHEMBL3545155";"JI-101";"ANGIOGENESIS INHIBITOR JI-101|CGI-1842|JI-101";"Small molecule";"2.0";"466.34";"";"";"5.08";"94.20";"5";"3";"1";"5";"N";"0.38";"10.56";"7.27";"4.32";"4.09";"4";"MOL";"0";"30";"7";"4";"1";"465.0800";"-1.14";"NEUTRAL";"C22H20BrN5O2";"COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1";"ZXBFYBLSJMEBEP-UHFFFAOYSA-N"
"CHEMBL3039504";"NINTEDANIB ESYLATE";"NINTEDANIB ESILATE|NINTEDANIB ESYLATE|NINTEDANIB ETHANESULFONATE|OFEV";"Small molecule";"4.0";"649.77";"17";"63";"3.62";"94.22";"7";"2";"1";"7";"N";"0.35";"10.86";"7.23";"2.79";"2.57";"3";"MOL";"0";"40";"9";"2";"1";"539.2533";"-1.13";"NEUTRAL";"C33H39N5O7S";"CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1";"MMMVNAGRWOJNMW-FJBFXRHMSA-N"
"CHEMBL1201314";"VALGANCICLOVIR";"VALGANCICLOVIR";"Small molecule";"4.0";"354.37";"6";"42";"-1.44";"171.37";"10";"4";"0";"8";"N";"0.41";"10.16";"7.48";"-1.21";"-1.55";"2";"MOL";"0";"25";"11";"6";"2";"354.1652";"0.54";"NEUTRAL";"C14H22N6O5";"CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21";"WPVFJKSGQUFQAP-GKAPJAKFSA-N"
"CHEMBL5095044";"SUBASUMSTAT";"SUBASUMSTAT|SUMOYLATION INHIBITOR TAK-981|TAK-981";"Small molecule";"1.0";"578.12";"";"";"2.74";"156.53";"10";"4";"1";"8";"N";"0.30";"11.40";"7.65";"3.50";"3.06";"3";"MOL";"0";"38";"10";"5";"1";"577.1220";"-0.31";"NEUTRAL";"C25H28ClN5O5S2";"Cc1sc(C(=O)c2cncnc2N[C@@H]2CC[C@H](COS(N)(=O)=O)[C@H]2O)cc1[C@@H]1NCCc2ccc(Cl)cc21";"IAKPXYFFBURVCV-JWDANJKUSA-N"
"CHEMBL65067";"DOFEQUIDAR";"DOFEQUIDAR";"Small molecule";"1.0";"481.60";"2";"2";"3.95";"65.90";"5";"1";"0";"8";"N";"0.41";"None";"6.73";"3.95";"3.86";"4";"MOL";"0";"36";"6";"1";"0";"481.2365";"-1.03";"NEUTRAL";"C30H31N3O3";"O=C(C(c1ccccc1)c1ccccc1)N1CCN(CC(O)COc2cccc3ncccc23)CC1";"KLWUUPVJTLHYIM-UHFFFAOYSA-N"
"CHEMBL4303201";"ANLOTINIB";"AL 3818|AL-3818|AL3818|ANLOTINIB|CATEQUENTINIB";"Small molecule";"3.0";"407.45";"3";"11";"4.83";"82.39";"5";"2";"0";"6";"N";"0.48";"None";"9.39";"3.35";"1.38";"4";"MOL";"0";"30";"6";"3";"0";"407.1645";"-0.22";"BASE";"C23H22FN3O3";"COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1";"KSMZEXLVHXZPEF-UHFFFAOYSA-N"
"CHEMBL3785197";"OBICETRAPIB";"AMG-899|DEZ-001|OBICETRAPIB|TA-8995";"Small molecule";"3.0";"722.60";"1";"2";"8.67";"105.09";"7";"1";"2";"11";"N";"0.15";"3.45";"2.26";"7.42";"4.31";"3";"MOL";"0";"50";"9";"1";"2";"722.2151";"-0.72";"ACID";"C32H31F9N4O5";"CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ncc(OCCCC(=O)O)cn2)C[C@H]1CC";"NRWORBQAOQVYBJ-GJZUVCINSA-N"
"CHEMBL218490";"DORZOLAMIDE";"DORZANT|DORZOLAMIDE|DORZOLAMIDE, TRANS-(-)-|Dorzolamide|MK-507|TRUSOPT|Trusopt";"Small molecule";"4.0";"324.45";"47";"609";"0.61";"106.33";"6";"2";"0";"3";"N";"0.85";"8.16";"6.88";"-0.12";"-0.07";"1";"MOL";"0";"19";"6";"3";"0";"324.0272";"-0.51";"NEUTRAL";"C10H16N2O4S3";"CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21";"IAVUPMFITXYVAF-XPUUQOCRSA-N"
"CHEMBL1201182";"TEMSIROLIMUS";"CCI-779|TEMSIROLIMUS|TORISEL";"Small molecule";"4.0";"1030.30";"906";"980";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1029.6025";"None";"None";"C56H87NO16";"CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C";"CBPNZQVSJQDFBE-FUXHJELOSA-N"
"CHEMBL1084617";"TEMANOGREL";"APD-791|APD791|TEMANOGREL|Temanogrel";"Small molecule";"2.0";"436.51";"10";"37";"3.06";"77.85";"7";"1";"0";"8";"N";"0.58";"None";"6.76";"2.55";"2.46";"3";"MOL";"0";"32";"8";"1";"0";"436.2111";"-1.86";"NEUTRAL";"C24H28N4O4";"COc1cccc(C(=O)Nc2ccc(OCCN3CCOCC3)c(-c3ccnn3C)c2)c1";"ZEOQUKRCASTCFR-UHFFFAOYSA-N"
"CHEMBL1144";"PRAVASTATIN";"C10AA03|PRAVASTATIN|PRAVATOR|Pravachol|Pravastatin";"Small molecule";"4.0";"424.53";"156";"1448";"2.44";"124.29";"6";"4";"0";"10";"N";"0.40";"4.21";"None";"1.65";"-1.38";"0";"MOL";"0";"30";"7";"4";"0";"424.2461";"2.18";"ACID";"C23H36O7";"CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21";"TUZYXOIXSAXUGO-PZAWKZKUSA-N"
"CHEMBL3188267";"CAPMATINIB";"CAPMATINIB|Capmatinib|INC-280|INC280|INCB-28060|INCB-28060 FREE BASE|NVP-INC280|NVP-INC280-NX|NYP-INC280-NX";"Small molecule";"4.0";"412.43";"289";"303";"3.43";"85.07";"6";"1";"0";"4";"N";"0.49";"12.77";"4.55";"2.96";"2.96";"5";"MOL";"0";"31";"7";"1";"0";"412.1448";"-1.54";"NEUTRAL";"C23H17FN6O";"CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F";"LIOLIMKSCNQPLV-UHFFFAOYSA-N"
"CHEMBL1091644";"LINSITINIB";"ASP-7487|LINSITINIB|Linsitinib|OSI-906|OSI-906AA";"Small molecule";"3.0";"421.50";"985";"1828";"4.82";"89.33";"6";"2";"0";"3";"N";"0.44";"None";"5.66";"3.42";"3.42";"5";"MOL";"0";"32";"6";"3";"0";"421.1903";"-0.48";"NEUTRAL";"C26H23N5O";"C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1";"PKCDDUHJAFVJJB-VLZXCDOPSA-N"
"CHEMBL1171837";"PONATINIB";"AP-24534|AP24534|ICLUSIG|PONATINIB";"Small molecule";"4.0";"532.57";"995";"1349";"4.46";"65.77";"6";"1";"1";"4";"N";"0.39";"None";"7.62";"4.97";"4.54";"4";"MOL";"0";"39";"7";"1";"1";"532.2198";"-1.80";"NEUTRAL";"C29H27F3N6O";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12";"PHXJVRSECIGDHY-UHFFFAOYSA-N"
"CHEMBL5095187";"LINAPRAZAN GLURATE";"LINAPRAZAN GLURATE";"Small molecule";"1.0";"480.57";"";"";"3.71";"122.03";"7";"3";"0";"11";"N";"0.28";"4.25";"6.61";"0.75";"-0.08";"3";"MOL";"0";"35";"9";"3";"0";"480.2373";"-0.96";"ACID";"C26H32N4O5";"Cc1cccc(C)c1CNc1cc(C(=O)NCCOC(=O)CCCC(=O)O)cn2c(C)c(C)nc12";"GPHPBXRKAJSSIC-UHFFFAOYSA-N"
"CHEMBL2108339";"EGAPTIVON PEGOL";"ARC-1779|ARC1779|EGAPTIVON PEGOL";"Protein";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3948730";"UMBRALISIB";"RP-5264|RP5264|TGR 1202|TGR-1202 FREE BASE|TGR-1202 base|UMBRALISIB";"Small molecule";"4.0";"571.56";"21";"61";"6.66";"109.06";"8";"1";"2";"6";"N";"0.24";"None";"4.01";"6.13";"6.13";"6";"MOL";"0";"42";"8";"2";"2";"571.1831";"-0.88";"NEUTRAL";"C31H24F3N5O3";"CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F";"IUVCFHHAEHNCFT-INIZCTEOSA-N"
"CHEMBL1743043";"MOXETUMOMAB PASUDOTOX";"CAT-8015|HA-22|HA22|Lumoxiti|MOXETUMOMAB PASUDOTOX|MOXETUMOMAB PASUDOTOX TDFK|MOXETUMOMAB PASUDOTOX-TDFK|Moxetumomab pasudotox";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1161632";"BICARBONATE";"BICARBONATE|Bicarbonate Ion|Carbonic Acid Anion|Hydrogen Carbonate";"Small molecule";"3.0";"62.02";"16";"90";"0.22";"57.53";"1";"2";"0";"0";"Y";"0.42";"6.05";"None";"0.25";"-1.11";"0";"MOL";"0";"4";"3";"2";"0";"62.0004";"0.26";"ACID";"CH2O3";"O=C(O)O";"BVKZGUZCCUSVTD-UHFFFAOYSA-N"
"CHEMBL3828074";"ZIRITAXESTAT";"G-451990|G451990|GLPG-1690|GLPG1690|ZIRITAXESTAT|ZIRITAXESTATN";"Small molecule";"3.0";"588.71";"23";"105";"3.43";"104.24";"10";"1";"1";"7";"N";"0.35";"None";"7.85";"3.64";"3.07";"4";"MOL";"0";"42";"10";"1";"1";"588.2431";"-1.63";"NEUTRAL";"C30H33FN8O2S";"CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1";"REQQVBGILUTQNN-UHFFFAOYSA-N"
"CHEMBL1323";"DARUNAVIR";"(-)-DARUNAVIR|DARUNAVIR|MC-114|PREZISTA|TMC 114|TMC-114|TMC-41629|TMC114|UIC-94017|UIC-940T";"Small molecule";"4.0";"547.67";"29";"671";"2.38";"140.42";"8";"3";"1";"11";"N";"0.36";"13.59";"2.39";"2.82";"2.82";"2";"MOL";"0";"38";"10";"4";"1";"547.2352";"0.12";"NEUTRAL";"C27H37N3O7S";"CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1";"CJBJHOAVZSMMDJ-HEXNFIEUSA-N"
"CHEMBL4297458";"BMS-986158";"BET INHIBITOR BMS-986158|BMS-986158";"Small molecule";"1.0";"495.63";"40";"152";"5.54";"77.99";"7";"1";"1";"5";"N";"0.35";"None";"1.96";"4.36";"4.36";"5";"MOL";"0";"37";"7";"1";"1";"495.2634";"-0.43";"NEUTRAL";"C30H33N5O2";"Cc1nnn(C)c1-c1cnc2c3ccc(C(C)(C)O)cc3n([C@H](c3ccccc3)C3CCOCC3)c2c1";"KGERZPVQIRYWRK-GDLZYMKVSA-N"
"CHEMBL4297662";"TARLOXOTINIB BROMIDE";"TARLOXOTINIB BROMIDE";"Small molecule";"2.0";"681.78";"";"";"4.60";"140.76";"9";"2";"1";"9";"N";"0.12";"12.14";"4.68";"0.14";"0.14";"4";"MOL";"0";"38";"12";"2";"2";"600.0869";"-1.08";"NEUTRAL";"C24H24Br2ClN9O3";"Cn1cnc([N+](=O)[O-])c1C[N+](C)(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(Cl)c(Br)c3)ncnc2cn1.[Br-]";"WAKIMVYUBWMMHJ-FXRZFVDSSA-N"
"CHEMBL3963485";"ROGARATINIB";"BAY-1163877|ROGARATINIB";"Small molecule";"2.0";"466.57";"3";"6";"2.59";"107.01";"9";"2";"0";"6";"N";"0.45";"14.00";"4.68";"1.90";"1.90";"4";"MOL";"0";"33";"9";"3";"0";"466.1787";"-0.91";"NEUTRAL";"C23H26N6O3S";"COCc1c(-c2cc3cc(C)cc(OC)c3s2)c2c(N)ncnn2c1CN1CCNC(=O)C1";"HNLRRJSKGXOYNO-UHFFFAOYSA-N"
"CHEMBL2107762";"NERISPIRDINE";"HP-184|HP184|NERISPIRDINE|NERISPIRDINE HYDROCHLORIDE|Nerispirdine";"Small molecule";"2.0";"283.35";"3";"16";"4.16";"21.06";"3";"0";"0";"4";"N";"0.72";"None";"7.48";"3.87";"3.53";"3";"MOL";"0";"21";"3";"0";"0";"283.1485";"-1.02";"NEUTRAL";"C17H18FN3";"CCCN(c1ccncc1F)n1cc(C)c2ccccc21";"BTDHTARYCBHHPJ-UHFFFAOYSA-N"
"CHEMBL1976040";"ADAVOSERTIB";"ADAVOSERTIB|AZD 1775|AZD-1775|AZD1775|MK-1775|MK1775";"Small molecule";"2.0";"500.61";"344";"1250";"2.89";"104.34";"10";"2";"1";"7";"N";"0.37";"13.69";"7.96";"3.17";"2.51";"4";"MOL";"0";"37";"10";"2";"1";"500.2648";"-1.23";"NEUTRAL";"C27H32N8O2";"C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1";"BKWJAKQVGHWELA-UHFFFAOYSA-N"
"CHEMBL24828";"VANDETANIB";"CAPRELSA|GNF-PF-2188|NSC-744325|NSC-760766|VANDETANIB|ZD-64|ZD-6474|ZD6474|Zactima";"Small molecule";"4.0";"475.36";"525";"1577";"4.43";"62.74";"5";"1";"0";"5";"N";"0.59";"None";"9.15";"3.90";"2.14";"3";"MOL";"0";"30";"6";"1";"0";"474.1067";"-0.87";"BASE";"C22H24BrFN4O2";"COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1";"UHTHHESEBZOYNR-UHFFFAOYSA-N"
"CHEMBL4297504";"BELORANIB";"BELORANIB|ZGN-433|ZGN-440";"Small molecule";"3.0";"499.65";"";"";"4.26";"73.06";"7";"0";"0";"11";"N";"0.19";"None";"8.77";"4.50";"3.12";"1";"MOL";"0";"36";"7";"0";"0";"499.2934";"1.85";"BASE";"C29H41NO6";"CO[C@@H]1[C@H](OC(=O)/C=C/c2ccc(OCCN(C)C)cc2)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C";"ZEZFKUBILQRZCK-MJSCXXSSSA-N"
"CHEMBL449158";"BRYOSTATIN";"BRYOSTATIN|Bryostatin 1";"Small molecule";"2.0";"905.04";"675";"728";"4.28";"240.11";"17";"4";"2";"9";"N";"0.08";"10.59";"None";"5.04";"5.04";"0";"MOL";"0";"64";"17";"4";"2";"904.4457";"1.83";"NEUTRAL";"C47H68O17";"CCC/C=C/C=C/C(=O)O[C@H]1/C(=C/C(=O)OC)C[C@H]2C[C@H]([C@@H](C)O)OC(=O)C[C@H](O)C[C@@H]3C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@@H]4C/C(=C/C(=O)OC)C[C@H](/C=C/C(C)(C)[C@]1(O)O2)O4)O3";"MJQUEDHRCUIRLF-TVIXENOKSA-N"
"CHEMBL4297747";"ENDOSTATIN";"ENDOSTATIN|YH 16|YH-16";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4594275";"GUSACITINIB";"ASN-002|ASN002|EN-3351|EN3351|GUSACITINIB";"Small molecule";"2.0";"460.54";"2";"3";"2.55";"134.06";"9";"3";"0";"5";"N";"0.52";"9.32";"5.94";"3.61";"3.59";"3";"MOL";"0";"34";"10";"3";"0";"460.2335";"-1.25";"NEUTRAL";"C24H28N8O2";"N#CCC1CCN(c2nc(Nc3ccc(N4CCC(O)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1";"NLFLXLJXEIUQDL-UHFFFAOYSA-N"
"CHEMBL1201583";"BEVACIZUMAB";"12-IGG1|ABP-215|ALYMSYS|AVA-1|AVASTIN|BAT 1706|BAT-1706|BAT1706|BEVACIZUMAB|BEVACIZUMAB AWWB|BEVACIZUMAB BETA|BEVACIZUMAB BIOSIMILAR (FKB-238)|BEVACIZUMAB BVZR|BEVACIZUMAB MALY|BEVACIZUMAB-AWWB|BEVACIZUMAB-BVZR|BEVACIZUMAB-MALY|BI 695502|BI-695502|BI695502|BS-503|BS-503A|BYVASDA|CHS-5217|CT-16|CT-P16|CT-P16 (BIOSIMILAR OF BEVACIZUMAB)|FKB 238|FKB-238|FKB238|HLX 04|HLX-04|HLX04|IBI-305|IBI305|LY 01008|LY-01008|MVASI|PF-06439535|Q-1101|Q1101|R-435|RG-435|RHUMAB-|RHUMAB-VEGF|USP MAB 002, MONOCLONAL IGG1|ZIRABEV";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2163631";"SABIZABULIN";"SABIZABULIN|VERU-111";"Small molecule";"3.0";"377.40";"13";"36";"3.81";"89.23";"5";"2";"0";"6";"N";"0.50";"9.90";"3.92";"3.35";"3.35";"4";"MOL";"0";"28";"7";"2";"0";"377.1376";"-0.02";"NEUTRAL";"C21H19N3O4";"COc1cc(C(=O)c2c[nH]c(-c3c[nH]c4ccccc34)n2)cc(OC)c1OC";"WQGVHOVEXMOLOK-UHFFFAOYSA-N"
"CHEMBL4297879";".ALPHA.1-PROTEINASE INHIBITOR HUMAN";".ALPHA.-1 PROTEASE INHIBITOR|.ALPHA.1-ANTITRYPSIN|.ALPHA.1-PROTEINASE INHIBITOR HUMAN|ALFA1 ANTITRYPSIN|ALPHA 1-ANTITRYPSIN|ALPHA-1 PROTEASE INHIBITOR|ALPHA-1 PROTEINASE INHIBITOR (HUMAN)|ALPHA-1-ANTIPROTEINASE|ALPHA-1-ANTITRYPSIN|ALPHA1-PROTEINASE INHIBITOR|ALPHA1-PROTEINASE INHIBITOR (HUMAN)|ARALAST|ATC-B02AB02|GLASSIA|HUMAN ALPHA1-PROTEINASE INHIBITOR|PROLASTIN|PROLASTIN-C|ZEMAIRA";"Protein";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL668";"PROTRIPTYLINE";"PROTRIPTYLINE|Protriptyline";"Small molecule";"4.0";"263.38";"43";"119";"4.30";"12.03";"1";"1";"0";"4";"N";"0.81";"None";"10.54";"4.50";"1.61";"2";"MOL";"0";"20";"1";"1";"0";"263.1674";"0.44";"BASE";"C19H21N";"CNCCCC1c2ccccc2C=Cc2ccccc21";"BWPIARFWQZKAIA-UHFFFAOYSA-N"
"CHEMBL4297334";"PIFLUFOLASTAT F18";"(18F)DCFPYL|18F-DCFPYL|DCFPYL F-18|PIFLUFOLASTAT (18F)|PIFLUFOLASTAT F-18|PIFLUFOLASTAT F18|PYLARIFY";"Small molecule";"4.0";"441.40";"";"";"0.19";"195.02";"6";"6";"1";"13";"N";"0.18";"2.99";"None";"-0.32";"-10.22";"1";"MOL";"0";"31";"12";"6";"2";"442.1500";"-0.59";"ACID";"C18H23FN4O8";"O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)c1ccc([18F])nc1)C(=O)O)C(=O)O";"OLWVRJUNLXQDSP-MVBOSPHXSA-N"
"CHEMBL3707219";"REMETINOSTAT";"NSC-748492|REMETINOSTAT|SHP-141";"Small molecule";"2.0";"323.35";"";"";"2.22";"101.93";"6";"2";"0";"9";"N";"0.24";"8.91";"None";"2.38";"2.36";"1";"MOL";"0";"23";"7";"2";"0";"323.1369";"-0.13";"NEUTRAL";"C16H21NO6";"COC(=O)c1ccc(OC(=O)CCCCCCC(=O)NO)cc1";"XDZAHHULFQIBFE-UHFFFAOYSA-N"
"CHEMBL3545235";"SIMOTINIB";"SIM-6802|SIMOTINIB";"Small molecule";"3.0";"500.96";"";"";"4.39";"77.97";"8";"1";"1";"7";"N";"0.51";"None";"6.95";"4.60";"4.47";"3";"MOL";"0";"35";"8";"1";"1";"500.1627";"-0.94";"NEUTRAL";"C25H26ClFN4O4";"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CC2)C2(C1)OCCO2";"OXWUWXCJDBRCCG-UHFFFAOYSA-N"
